news_publisher,article_date,article_links,Bias_1,Clickbait Bias_1,Selection Bias_1,Framing Bias_1,Linguistic Bias_1,Ideology Bias_1,Stance Bias_1,Omission Bias_1,Fact Bias_1,Emotional Bias_1,Explanation_1,Bias_2,Clickbait Bias_2,Selection Bias_2,Framing Bias_2,Linguistic Bias_2,Ideology Bias_2,Stance Bias_2,Omission Bias_2,Fact Bias_2,Emotional Bias_2,Explanation_2
Aaj Tak,12/16/2025,https://www.aajtak.in/opinion-analysis-/story/now-bjp-has-real-high-command-of-modi-amit-shah-promoting-gully-boys-like-nitin-nabin-in-power-structure-leadership-decisions-opnm1-dskc-2413874-2025-12-16,yes,1,1,0,0,0,0,0,0,0,"1. Clickbait Bias- Choosing the term gully boy in the title, 2. Selection Bias- The article quotes biased opinions of a news anchor, towards the BJP and against Congress",yes,1,1,0,0,0,0,0,0,0,"1. Clickbait Bias- Choosing the term gully boy in the title, 2. Selection Bias- The article quotes biased opinions of a news anchor, towards the BJP and against Congress"
Aaj Tak,12/16/2025,https://www.aajtak.in/opinion-analysis-/story/1971-india-pakistan-war-victory-bangladesh-liberation-what-we-achieved-in-shimla-agreement-opns2-dskc-2413787-2025-12-16,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Aaj Tak,12/16/2025,https://www.aajtak.in/india/politics/story/vbg-ram-g-bill-replace-mgnrega-scheme-congress-bjp-political-fight-name-change-ntcpkb-dskc-2413764-2025-12-16,yes,0,0,0,0,0,0,1,0,0,"1. Ommision Bias- The article focussed mainly on the name change issue of the program, but didnt emphaisize on the main issue of burden on the state governments due to this change.",yes,0,1,0,0,0,0,0,0,0,"1. Omission Bias- The article focussed mainly on the name change issue of the program, but didnt emphaisize on the main issue of burden on the state governments due to this change."
Aaj Tak,12/16/2025,https://www.aajtak.in/india/politics/story/congress-opens-front-against-bill-change-name-mnrega-ntc-rpti-2413665-2025-12-16,yes,0,0,0,0,0,0,1,0,0,"1. Ommision Bias- The article focussed mainly on the name change issue of the program, but didnt emphaisize on the main issue of burden on the state governments due to this change.",yes,0,1,0,0,0,0,0,0,0,"1. Omission Bias- The article focussed mainly on the name change issue of the program, but didnt emphaisize on the main issue of burden on the state governments due to this change."
Aaj Tak,12/15/2025,https://www.aajtak.in/opinion-analysis-/story/vb-g-ram-g-bill-replacing-mgnrega-rural-employment-act-what-will-change-opnm1-dskc-2413479-2025-12-15,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Aaj Tak,12/15/2025,https://www.aajtak.in/madhya-pradesh/story/farmers-protest-on-dec-26-against-simhastha-land-pooling-policy-lcln-dskc-2413399-2025-12-15,yes,0,0,0,1,0,0,0,0,0,"1. Linguistic Bias- ""डेरा डालो, घेरा डालो""",yes,0,0,0,1,0,0,0,0,0,"1. Linguistic Bias- ""डेरा डालो, घेरा डालो"""
Aaj Tak,12/15/2025,https://www.aajtak.in/opinion-analysis-/story/why-bjp-appointed-national-working-president-role-process-explained-opnm1-dskc-2413078-2025-12-15,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Aaj Tak,12/15/2025,https://www.aajtak.in/madhya-pradesh/story/after-remarks-on-ladli-behna-scheme-create-furore-mp-minister-vijay-shah-lcln-strc-2412970-2025-12-15,yes,0,1,1,0,0,0,1,0,0,"selection-मध्य प्रदेश सरकार में मंत्री विजय शाह अपनी विवादित टिप्पणी पर अब सफाई दे रहे हैं,framing-जिस पर राजनीतिक हंगामा मच गया था,omission-लेखक के पाठ में मंत्री के बयान का विस्तृत संदर्भ या स्पष्टीकरण का पूरा विवरण शामिल नहीं किया गया है",yes,0,0,1,0,0,0,0,0,0,"1.Framing bias-""जिस पर राजनीतिक हंगामा मच गया था"""
Aaj Tak,12/15/2025,https://www.aajtak.in/india/politics/story/congress-rahul-gandhi-buried-history-like-mughals-under-aurangzeb-says-bjp-ntc-rpti-2412933-2025-12-15,yes,0,1,1,0,0,1,1,0,0,"selection-बीजेपी ने दावा किया कि राहुल गांधी के नेतृत्व में कांग्रेस इतिहास के पन्नों में ठीक उसी तरह दफन हो जाएगी, जैसे मुगल साम्राज्य का पतन हुआ।,framing-political attack rather than neutrally reporting,stance-बीजेपी ने कांग्रेस पर मुस्लिम लीग-नक्सली एजेंडा पर काम करने का आरोप लगाया,omission-लेख में कांग्रेस या राहुल गांधी की स्पष्टीकरण",yes,0,1,0,0,1,1,0,0,0,"1. Selection Bias: The fact that congress is working only muslim league and naxal issue selectively without mentioning other work seems weighed on one side. 2. Ideology Bias, 3. Stance Bias: Emphasis is on giving analogy with historical figures and polarising readers."
Aaj Tak,12/14/2025,https://www.aajtak.in/india/politics/story/nitin-nabin-bjp-new-president-bihar-minister-political-signals-ntcpkb-dskc-2412789-2025-12-14,yes,0,1,1,0,0,0,0,0,0,"selection-बीजेपी ने नितिन नबीन को पार्टी का राष्ट्रीय कार्यकारी अध्यक्ष नियुक्त किया है,framing-बीजेपी के कार्यकारी अध्यक्ष नियुक्त किए गए नितिन नबीन की उम्र महज 45 साल है,पार्टी ने यह साफ कर दिया है कि उसका फोकस भविष्य की लीडरशिप पर है",no,0,0,0,0,0,0,0,0,0,
Aaj Tak,12/14/2025,https://www.aajtak.in/india/politics/story/bjp-new-national-leader-nitin-nabin-assets-education-cases-bihar-ntc-dskc-2412746-2025-12-14,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Aaj Tak,12/13/2025,https://www.aajtak.in/india/politics/story/goa-panchayat-election-arvind-kejriwal-targest-congress-bjp-ntc-dskc-2412119-2025-12-13,yes,0,1,1,0,0,0,1,0,0,"selection-आम आदमी पार्टी के राष्ट्रीय संयोजक अरविंद केजरीवाल ने गोवा जिला पंचायत चुनाव के मद्देनजर शनिवार को कांग्रेस और भाजपा पर तीखा हमला बोला,framing-congress members join bjp after winning,omission-no content from bjp or congress(लेख में भाजपा या कांग्रेस की प्रतिक्रिया शामिल नहीं है; सिर्फ़ केजरीवाल के आरोपों पर प्रकाश डाला गया है)",yes,0,1,1,0,0,0,1,0,0,"1. Selection Bias,2. Omission Bias: Article is not balanced as it shows only the perpective of AAP. 3: Framing Bias- ""शनिवार को कांग्रेस और भाजपा पर तीखा हमला बोला"""
Aaj Tak,12/13/2025,https://www.aajtak.in/madhya-pradesh/story/congress-attacks-mohan-yadav-govt-two-years-of-failure-allegations-lcln-dskc-2411547-2025-12-13,yes,1,1,1,0,0,0,0,0,0,"selection-only on mohan yadav government no government response,framing-all about failures,and promises",yes,1,1,1,0,0,0,0,0,0,"1. Clickbait Bias- ""दो साल में सिर्फ नाकामी, कर्ज और खोखले दावे.""  2. Selection Bias- Focussing only on the failure of CM Yadav, does not show the other side. 3. Framing Bias- ""मध्य प्रदेश सरकार पर हमला बोलते हुए आरोप लगाया कि उसके दो साल के शासन में नाकामियां, जन-विरोधी नीतियां, आर्थिक कुप्रबंधन, बढ़ता कर्ज और खोखले दावे ही"""
Aaj Tak,12/13/2025,https://www.aajtak.in/india/politics/story/parliament-attack-anniversary-what-reasons-india-failed-to-take-revenge-opns2-dskc-2411483-2025-12-13,yes,0,1,1,0,0,0,0,0,0,"selection-india did not do anything after 2001 parliment attack(कई रक्षा विशेषज्ञों ने बताया कि भारत ने निर्णायक जवाब क्यों नहीं दिया ),framing-faile to take revange",no,0,0,0,0,0,0,0,0,0,
Aaj Tak,12/12/2025,https://www.aajtak.in/opinion-analysis-/story/cm-mohan-yadav-declares-madhya-pradesh-naxal-free-opnm1-dskc-2410902-2025-12-12,yes,0,1,1,0,0,1,0,0,0,"selection-Chief Minister Mohan Yadav’s leadership with out considering others,मुख्यमंत्री ने इसे अपनी सरकार की दो साल की सबसे बड़ी उपलब्धि बताया,stance-gave positive to the current ruling party",yes,0,1,0,0,0,1,0,0,0,1. Selection Bias- Selectively shows the efforts of the current chief minister to make MP naxalism-free. 2. Stance Bias- Information in favour of the ruling party only.
Aaj Tak,12/12/2025,https://www.aajtak.in/opinion-analysis-/story/karnataka-also-follows-yogi-path-how-bulldozer-became-hero-opns2-dskc-2410790-2025-12-12,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Aaj Tak,12/11/2025,https://www.aajtak.in/opinion-analysis-/story/congress-power-sharing-disputes-karnataka-crisis-digvijay-sachin-pilot-opnm1-dskc-2410267-2025-12-11,yes,0,1,1,0,0,0,0,0,0,"selection-internal congress party disptures (कर्नाटक के राजनीतिक संकट की जड़),framing-घरेलू कलह ने पार्टी की कार्यप्रणाली और भी कमजोर बना दी है(there are internal wars than comparing with government)",yes,0,1,1,1,0,0,0,0,0,"1. Selection Bias- Power sharing is a general issue happened in many parties in general, but the article focusses on the internal problems of congress. 2. Framing Bias, 3. Linguistic Bias- ""सत्ता से हाथ धोना पड़ा था"", ""मौका देखकर निकल लिए"""
Aaj Tak,12/11/2025,https://www.aajtak.in/madhya-pradesh/story/bjp-mla-rameshwar-sharma-reacts-on-cong-mla-arif-masood-lcln-dskc-2410115-2025-12-11,yes,0,1,1,1,1,1,1,0,1,"selection-कांग्रेस विधायक आरिफ मसूद के वंदे मातरम् नहीं गाने के बयान पर बीजेपी विधायक रामेश्वर शर्मा ने तीखी प्रतिक्रिया दी है।,framing-refusing singing national anthem,lingustic-उन पर ‘जिन्ना की मानसिकता’ से काम करने का आरोप लगाया है,idealogy-भारत माता की जय बोलने के लिए तुम्हारा मजहब मना कर रहा है?,omission-why they did not sing the reason behind that..,emotional -used some emotinal word (बोलने के लिए तुम्हारा मजहब मना कर रहा है).",yes,0,1,0,0,0,0,1,0,1,1. Selection Bias- Selectively targetting Congress and muslim leaders. 2. Omission Bias- Not including their opinion on why not to stand for national song must be included for balance. 3. Emotional Bias- Specifically targetting emotional and religious sentiments of people.
Aaj Tak,12/11/2025,https://www.aajtak.in/opinion-analysis-/story/shashi-tharoor-savarkar-award-controversy-congress-bjp-opnm1-dskc-2409744-2025-12-11,yes,1,1,0,0,0,0,1,0,0,"omission-लेख में आयोजकों के दृष्टिकोण, स्वतंत्र विश्लेषकों की राय, या सावरकर की विरासत पर विस्तृत चर्चा शामिल नहीं है — वह केवल राजनीतिक संदेश पर केंद्रित है(did not give fully matter)",yes,1,0,0,0,0,0,1,0,0,"1. Clickbait Bias- ""वीर सावरकर अवॉर्ड ठुकराकर शशि थरूर कहना क्या चाहते हैं?"" 2. Omission Bias- Talking only about the political implications of rejecting the award."
Aaj Tak,12/10/2025,https://www.aajtak.in/india/politics/story/amit-shah-rahul-gandhi-lok-sabha-election-sir-congress-bjp-ntc-dskc-2409110-2025-12-10,yes,0,1,0,0,0,0,0,0,0,selection-only amit shas side no rahul gandhi side,yes,0,1,1,0,0,0,0,0,0,"1. Framing: ""लोकसभा में राहुल गांधी पर क्यों भड़के अमित शाह"" => framed as Amit Shah vs Rahul Gandhi with only focusing on their comments but not on the main reason of conflict which was SIR  2. Selection bias: points on SIR missing, only the conflict is highlighted, not the reason of the conflict"
Aaj Tak,12/10/2025,https://www.aajtak.in/opinion-analysis-/story/electoral-reforms-debate-in-parliament-akhilesh-yadav-and-manish-tiwari-demand-ballot-papers-opns2-dskc-2409072-2025-12-10,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Aaj Tak,12/10/2025,https://www.aajtak.in/opinion-analysis-/story/vande-mataram-parliamentary-debate-mamata-banerjee-narendra-modi-opnm1-dskc-2409071-2025-12-10,yes,0,1,0,0,0,1,1,0,0,selection-अब बहस के बाद की राजनीति शुरू हो गई है ममता बनर्जी को संसद में वंदे मातरम् पर बहस के लिए समर्थन करना पड़ा और अब वही मौका उसे फायदा देने का साधन है omission-लेख में वंदे मातरम् पर बहस के ऐतिहासिक या सांस्कृतिक महत्त्व का संतुलित विवरण शामिल नहीं है — केवल राजनीतिक परिणामों पर ज़ोर है,yes,0,1,0,0,0,1,0,0,0,"1. Stance: Disapproval of one side is evident and the stance bias is clear.  2. Selection bias: conflict between Mamata Banerjee and Narendra Modi is highlighted regarding Vande Mataram as a political confrontation, but does not include points on why this debate matters  3. Framing: “ममता बनर्जी के बयान पर मोदी की प्रतिक्रिया"" => article framing is done to show the political fight rather than debate substance"
Aaj Tak,12/10/2025,https://www.aajtak.in/opinion-analysis-/story/nitish-kumar-jdu-nishant-political-entry-challenge-for-jdu-bihar-opnm1-dskc-2408832-2025-12-10,yes,0,1,1,0,0,1,0,0,0,"selection-निशांत कुमार के राजनीति में आने की चर्चा बार-बार गर्म होती रही है  लेकिन अंतिम निर्णय उनके और नीतीश कुमार पर ही होगा,stance-considered as real",yes,0,0,1,1,0,0,0,0,0,"1. Linguistic: “जदयू में भूचाल?”  2. Framing: “नीतीश कुमार के बेटे निशांत की राजनीति में एंट्री जदयू के लिए चुनौती बन सकती है”, “बिहार की राजनीति में यह एक बड़ा सवाल बनता जा रहा है” =>framed as a challenge, not a neutral reporting  "
Aaj Tak,12/9/2025,https://www.aajtak.in/opinion-analysis-/story/why-priyanka-gandhi-akhilesh-yadav-supporting-dmk-to-impeach-madras-high-court-judge-for-lord-muruga-and-avulia-dargah-controversy-verdict-opns2-dskc-2408269-2025-12-09,yes,1,1,1,0,0,1,0,0,0,"stance-लेख में न्यायपालिका की स्वतंत्रता, महाभियोग की कानूनी औचित्य, या विशेषज्ञ विश्लेषण पर व्यापक संदर्भ शामिल नहीं है",yes,1,0,1,1,0,0,0,0,0,"1. Framing: “यह सवाल भारत की लोकतांत्रिक व्यवस्था की नींव को हिला देता है.”, “विपक्ष का कदम चुनावी स्टंट लगता है” => frames the article as a broad democratic threat  2. Linguistic: “लोकतंत्र की मृत्यु की घंटी बजाने जैसा” "
Aaj Tak,12/9/2025,https://www.aajtak.in/india/politics/story/when-you-win-evms-are-fine-but-when-you-lose-they-are-tampered-says-bjp-allies-to-opposition-lclnt-dskc-2408254-2025-12-09,yes,0,1,1,0,0,0,1,0,0,"selection-लोकसभा में ‘चुनाव सुधार’ पर चर्चा के दौरान… तेलुगू देशम पार्टी (TDP) और जनता दल (यूनाइटेड) (JDU) ने विपक्ष ,framing-EVM criticism in Parliament ,omission-EVM integrity, Supreme Court",yes,0,1,1,0,0,1,0,0,0,"1. Framing: “जीतने पर ईवीएम सही, हारने पर छेड़छाड़?” => framed as a hypocrisy of the opposition  2. Selection: does not include opposition's detailed reasoning, while BJP's allies statements are highlighted  3. Stance bias is seen as the narrative aligns with BJP's allies comments and disapproves the opposition"
Aaj Tak,12/9/2025,https://www.aajtak.in/opinion-analysis-/story/babri-masjid-controversy-now-stuck-to-mamata-banerjee-not-humayun-kabir-in-west-bengal-election-opnm1-dskc-2407934-2025-12-09,yes,0,1,1,0,0,0,0,0,0,"selection-political fallout of the Babri Masjid,framing-disadvantage for Mamata Banerjee,(अब बाबरी मस्जिद विवाद ममता बनर्जी के गले फँसा दिया गया है)",yes,0,0,1,1,0,0,1,0,0,"1. Framing: “हुमायूं कबीर के मामले में ममता बनर्जी ने जो एक्शन लिया, बीजेपी की बोलती बंद हो जानी चाहिए थी. बीजेपी तो हद से ज्यादा हमलावर हो गई है.” => frames the story as a political attack on Mamata Banerjee, suggesting she should have silenced critics but instead faces criticism from both BJP and Congress.  2. Linguistic: ""बवाल बढ़ता ही जा रहा है.”  3. Omission: Presents a highly charged critique of Mamata’s politics as fact (without counterbalance)."
Aaj Tak,12/9/2025,https://www.aajtak.in/india/politics/story/sonia-gandhi-rouse-avenue-court-issues-notics-1980-voter-list-controversy-ntcpkb-rpti-2407885-2025-12-09,yes,0,1,1,0,0,0,1,0,0,"Selection-दिल्ली की राउज एवेन्यू कोर्ट ने कांग्रेस की पूर्व अध्यक्ष और राज्यसभा सांसद सोनिया गांधी को… 1980 में वोटर लिस्ट में नाम जुड़वाने के आरोप में नोटिस जारी किया,omission-no explanation",yes,0,1,0,0,0,0,1,0,0,"1. Selection: does not include detailed legal context of the notices (charges, process, timeframe) or voices from Sonia Gandhi’s side explaining timeline or intent, Omission bias present too"
Aaj Tak,12/9/2025,https://www.aajtak.in/opinion-analysis-/story/vande-mataram-parliament-debate-modi-mamata-congress-akhilesh-priyanka-opnm1-dskc-2407247-2025-12-09,yes,0,0,1,1,0,0,0,0,0,"""कांग्रेस को कठघरे में खड़ा किया”,“घेरना” ,""तेवर”,“तुष्टीकरण की राजनीति” =>presents the Vande Mataram issue like political fight, focusing on who attacked whom, instead of explaining what was actually debated in Parliament.",yes,0,0,1,1,0,0,0,0,0,"1. Framing: ""तो क्या मोदी कांग्रेस के साथ साथ तृणमूल कांग्रेस को भी टार्गेट किया है?"" the Vande Mataram discussion is presented as a target and clash between national leaders  2. Linguistic: ""तल्ख तेवर"""
Aaj Tak,12/8/2025,https://www.aajtak.in/opinion-analysis-/story/aviation-minister-ram-mohan-naidu-on-indigo-crisis-air-passengers-disagree-opns2-dskc-2407355-2025-12-08,yes,0,1,1,1,0,1,1,0,0,"“यात्री नाराज़”, “इंडिगो संकट”, “लोगों को भरोसा नहीं”, “जमीनी हकीकत अलग” => questions Aviation Minister’s explanation of the IndiGo crisis and gives more space to passenger anger, making it feel critical rather than neutral.",yes,0,1,1,1,0,1,1,0,0,framing bias “इंडिगो संकट पर एविएशन मंत्री की सफाई ने खड़े कर दिए कई और सवाल…”  Linguistic Bias   “…इंडिगो की मनमानी पर DGCA को कदम पीछे खींचना पड़ा…
Aaj Tak,12/8/2025,https://www.aajtak.in/opinion-analysis-/story/dhurandhar-movie-review-islamophobia-propaganda-and-criticism-of-aditya-dhar-gangs-of-lyari-opns2-dskc-2406769-2025-12-08,yes,0,1,1,1,1,1,1,0,0,"“इस्लामोफोबिया”, “गैंग्स ऑफ़ लियारी जैसा”, push the review to political or social narrative rather than just critiquing film craft.",yes,0,1,1,1,1,1,1,1,0,"Selection Bias   Article highlights critics saying the film is propaganda and lacks comprehensive opposing or supporting perspectives.    Framing Bias “धुरंधर मूवी पर बड़ी बहस…” — Sets the article around controversy.   Linguistic Bias   Uses charged terms like “Islamophobia” and “propaganda.”
ideology Bias  Positions the film within ideological culture wars, not just cinema."
Aaj Tak,12/8/2025,https://www.aajtak.in/opinion-analysis-/story/vande-mataram-parliament-debate-bjp-challenge-to-tmc-mamata-banerjee-bengal-election-opnm1-dskc-2406752-2025-12-08,yes,0,1,1,0,0,0,0,0,0,"“बीजेपी के लिए बेहतरीन अवसर”, “ममता के लिए आपदा जैसा” frames political issue that helps BJP in Bengal election and creates difficulties for Mamata Banerjee",yes,0,1,1,0,0,0,0,0,0,"Framing Bias: The issue is presented as BJP’s political gain and Mamata Banerjee’s loss, turning a debate into an election-centric narrative."
Aaj Tak,12/8/2025,https://www.aajtak.in/madhya-pradesh/story/dharmendra-pradhan-statement-on-mp-children-nutrition-cong-slams-mohan-yadav-lcln-dskc-2406701-2025-12-08,no,,,,,,,,,,,no,,,,,,,,,,
Aaj Tak,12/8/2025,https://www.aajtak.in/india/politics/story/vande-mataram-150th-anniversary-parliamentary-debate-muslim-clerics-oppose-islam-pm-modi-ntcpkb-dskc-2406590-2025-12-08,yes,0,0,1,0,0,0,0,0,0,"“मुसलमान... गाने से साफ इनकार”, “इस्लामी सिद्धांतों के खिलाफ” =>framing it as controversial issue about religion and identity rather than reporting the debate.",yes,0,0,1,0,0,0,0,0,0,"The article presents the issue as a religious identity conflict, not just a legislative or political discussion."
Aaj Tak,12/6/2025,https://www.aajtak.in/opinion-analysis-/story/tribal-hinduism-sarna-code-reservation-and-congresss-demand-opns2-dskc-2405406-2025-12-06,yes,0,1,1,1,1,1,1,0,1,"“राजनीतिक आग लगा दी”, “देश की एकता-अखंडता के खिलाफ”,“साजिश”  =>push readers to view it as a political strategy/conflict rather than cultural and census issues.",yes,0,1,1,1,1,1,1,1,1,"Selection Bias  “कुछ नेताओं ने Sarna कोड को हिंदू धर्म से जोड़ने की कोशिश की…”  Focuses on specific political quotes while omitting broader tribal voices.    Framing Bias  “धर्म और reservation जैसे मुद्दों को चुनावी हथियार के रूप में…” Frames the issue as political strategy, not cultural rights.
Linguistic Bias   यह मुद्दा जनता को बांटने वाला…”Uses evaluative language that influences interpretation.      Ideology Bias   कांग्रेस ने इसे हिंदू मत को टारगेट…” Aligns story with one political ideology.Stance Bias  “लेखक ने संकेत दिया… राजनीतिक रणनीति…”  Article tone supports a political interpretation.Omission Bias Does not include tribal leaders’ perspectives or expert/legal context.Fact Bias  “यह स्पष्ट है कि राजनीतिक लाभ के लिए…”  Presents interpretive assertion as fact.   Emotional Bias  “ऐसा मुद्दा जो सामाजिक ताने-बाने को प्रभावित…”  Evokes emotional concern about society."
Aaj Tak,12/6/2025,https://www.aajtak.in/india/news/story/sonia-gandhi-attacks-ideology-that-glorifies-mahatma-gandhi-killers-ntc-dskc-2405151-2025-12-06,yes,0,0,1,1,1,0,0,0,1,"“महात्मा गांधी के कातिलों का महिमामंडन”, “सीधा हमला बोला”, “संविधान के खिलाफ काम” ,“विचारधारा जो नफरत बढ़ाती है” =>focus on strong accusations of ideology and history-distortion, not just neutral quotes.",yes,0,0,1,1,1,0,0,0,1,"Selection Bias “वही सोच आज सत्ता प्रतिष्ठानों तक पहुंच चुकी है, जिसके कारण महात्मा गांधी की हत्या हुई थी…”  Highlights only critical political quotes without responses from the accused.Framing Bias “महात्मा गांधी के हत्यारों का महिमामंडन हो रहा है…”  Frames the narrative around ideological threat and glorification of killers.
Linguistic Bias “इतिहास को फिर से लिखने और संस्थाओं को कमजोर करने की कोशिश…”  Uses strong, charged phrasing. Emotional Bia s“देश की आत्मा को बचाने का समय है…” Designed to evoke emotional response."
Aaj Tak,12/5/2025,https://www.aajtak.in/india/politics/story/indigo-flights-cancelled-ceo-pieter-elbers-fdtl-ntc-dskc-2404865-2025-12-05,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Aaj Tak,12/5/2025,https://www.aajtak.in/madhya-pradesh/story/mp-assembly-question-hour-skipped-by-mlas-due-to-wedding-season-lcln-dskc-2404854-2025-12-05,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Aaj Tak,12/5/2025,https://www.aajtak.in/opinion-analysis-/story/rss-strategy-for-bjp-up-election-based-on-bihar-success-model-opnm1-dskc-2404537-2025-12-05,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Aaj Tak,12/5/2025,https://www.aajtak.in/india/politics/story/president-putin-at-rajghat-visitors-book-tribute-to-mahatma-gandhi-message-ntcppl-rpti-2404420-2025-12-05,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Aaj Tak,12/4/2025,https://www.aajtak.in/opinion-analysis-/story/who-will-bjp-president-keshav-prasad-bhupendra-yadav-dharmendra-pradhan-opns2-dskc-2403790-2025-12-04,yes,0,1,1,1,0,0,1,0,0,"“किसका पलड़ा भारी?, “प्रबल दावेदार”, “संकेत मिल रहे हैं” =>who might become the next BJP president by comparing possible leaders like Keshav Prasad, Bhupendra Yadav and Dharmendra Pradhan",yes,0,1,1,1,1,1,1,0,0,"Selection Bias  “के अध्यक्ष पद के लिए जिन नामों की चर्चा हो रही है…”  “Among the names being discussed for the president post…” .Framing Bias “राजनीतिक सरगर्मियों से लग रहा है कि…” “From political activities it seems that…” Linguistic Bias “क्या कोई वाइल्ड कार्ड एंट्री होने वाली है?”  “Is there going to be a ‘wild card entry’?” (uses dramatic, non-neutral phrasing)."
Aaj Tak,12/4/2025,https://www.aajtak.in/opinion-analysis-/story/bengal-humayun-kabir-babri-masjid-campaign-mamata-banerjee-politics-opnm1-dskc-2403774-2025-12-04,yes,0,0,1,1,0,0,0,0,0,"“बागी रुख”, “सांप्रदायिकता फैलाने”, “क्या ममता बनर्जी को डर है?” =>frames Humayun Kabir’s Babri Masjid announcement as a political threat to Mamata Banerjee’s leadership",yes,0,0,1,1,0,0,0,0,1,Emotional Bias — “क्या ममता बनर्जी को…चिंता सताने लगी है?” brings voter fear and political insecurity. Linguistic Bias “बागी रुख…”  Uses charged terminology that influences people.
Aaj Tak,12/4/2025,https://www.aajtak.in/india/politics/story/rahul-gandhi-accuses-opposition-meetings-with-foreign-delegations-bjp-ntcpmm-rpti-2403631-2025-12-04,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Aaj Tak,12/4/2025,https://www.aajtak.in/opinion-analysis-/story/west-bengal-sir-dispute-modi-mamata-bjp-election-strategy-opnm1-dskc-2403466-2025-12-04,yes,0,0,1,1,0,0,0,0,0,"“राजनीतिक हथकंडे"", “कांग्रेस और कट्टरपंथी”, “रणनीति का हिस्सा?” =>interprets the West Bengal voter list SIR dispute as part of BJP’s political strategy against Mamata Banerjee",yes,0,0,1,1,0,1,1,0,1,
Aaj Tak,12/4/2025,https://www.aajtak.in/madhya-pradesh/story/congress-mlas-dressed-as-monkeys-staged-a-protest-in-mp-assembly-lcln-dskc-2403411-2025-12-04,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Aaj Tak,12/4/2025,https://www.aajtak.in/india/politics/story/russia-president-putin-india-visit-indo-russia-friendship-1971-war-ntcppl-dskc-2403180-2025-12-04,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Aaj Tak,12/3/2025,https://www.aajtak.in/opinion-analysis-/story/modi-chaiwala-ai-video-controversy-congress-ragini-nayak-personal-attacks-record-opnm1-dskc-2402756-2025-12-03,yes,0,0,1,1,0,0,0,0,0,"“निजी हमलों”, “कांग्रेस को हमेशा भारी पड़े हैं”, “कांग्रेस को नुकसान” =>interpret incident as pattern of personal targeting and political mistake",yes,0,0,1,1,0,1,0,0,0,"Framing Bias:   By linking the incident to past outcomes, the article frames it as yet another personal attack that has consistently hurt Congress, rather than assessing the event on its own merits."
Aaj Tak,12/3/2025,https://www.aajtak.in/opinion-analysis-/story/mcd-bypoll-results-delhi-people-message-for-aap-saurabh-bharadwaj-arvind-kejriwal-opnm1-dskc-2402450-2025-12-03,yes,0,1,1,1,0,0,1,0,0,"“सबक सीखना होगा”, “नकारात्मक संकेत”,“आलोचना और सवाल” =>interpret election outcome as  lesson and message rather than reporting bypoll results.",yes,0,1,1,1,0,0,1,0,0,"Framing Bias   ये सिर्फ MCD के नतीजे नहीं, संदेश है…”  Frames results as a broader political message.     Linguistic Bias  “AAP को करारा झटका…” Uses strong evaluative wording."
Aaj Tak,12/2/2025,https://www.aajtak.in/opinion-analysis-/story/akhilesh-yadav-sir-up-bihar-election-results-samajwadi-party-opnm1-dskc-2401736-2025-12-02,yes,0,1,1,1,0,0,1,0,0,"“जो सबक सीखा जाना चाहिए”, =>interpret election outcomes and political moves as strategic lessons and messages, not just reporting the facts.",yes,0,1,1,1,0,1,1,0,1,"Selection Bias “अखिलेश यादव के नेतृत्व और रणनीति को चुनाव परिणामों में अहम बताया गया…” Focuses on leadership interpretation while omitting grassroots voter views or other causes.  Framing Bias  “ये परिणाम सिर्फ आंकड़ों से ज्यादा राजनीति की कहानी कहते हैं…”  Frames the results as a political narrative rather than neutral reporting.Linguistic Bias   एक रणनीतिक मोड़…”   Stance Bias “लेखक मानते हैं कि यह सिर्फ हार-जीत नहीं…” Reflects author’s own position or interpretation.  Omission Bias   Omits voter voices, opposition perspective, and economic  context.Emotional Bias  “यह जीत-हार से ऊपर की भावना है…” Uses emotional sentiment in framing."
Aaj Tak,12/2/2025,https://www.aajtak.in/opinion-analysis-/story/vande-mataram-and-sanchar-sathi-issues-can-change-direction-of-the-winter-session-opns2-dskc-2401525-2025-12-02,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
